Conditions;ICD-10;ICD-11
NON RARE IN EUROPE: Ventricular septal defect;Q21.0;
NON RARE IN EUROPE: Ventricular septal defect;Q21.0;
Lethal congenital contracture syndrome type 1;Q68.8;LD26.4Y
Corneal dystrophy-perceptive deafness syndrome;H18.5;LD2H.Y
Vici syndrome;Q87.8;4A01.1Y
Corpus callosum agenesis-neuronopathy syndrome;G60.0;LD20.Y
X-linked complicated corpus callosum dysgenesis;Q04.8;LD20.Y
Adrenocortical carcinoma;C74.0;2D11.Z
Adrenocortical carcinoma;C74.0;2D11.Z
Adrenocortical carcinoma;C74.0;2D11.Z
Adrenocortical carcinoma;C74.0;2D11.Z
Adrenocortical carcinoma;C74.0;2D11.Z
Adrenocortical carcinoma;C74.0;2D11.Z
Autosomal recessive Robinow syndrome;Q87.1;LD24.A
Autosomal recessive Robinow syndrome;Q87.1;LD24.A
Coxopodopatellar syndrome;Q74.1;LD24.JY
Craniodiaphyseal dysplasia;M85.2;LD24.1Y
Cranioectodermal dysplasia;Q87.5;LD27.0Y
Cranioectodermal dysplasia;Q87.5;LD27.0Y
Cranioectodermal dysplasia;Q87.5;LD27.0Y
Cranioectodermal dysplasia;Q87.5;LD27.0Y
Cranioectodermal dysplasia;Q87.5;LD27.0Y
Cantú syndrome;Q78.8;LD2F.1Y
Cantú syndrome;Q78.8;LD2F.1Y
SPECC1L-related hypertelorism syndrome;Q87.0;
Craniofrontonasal dysplasia;Q87.1;LD25.3
Craniometaphyseal dysplasia;Q78.8;LD24.1Y
Craniometaphyseal dysplasia;Q78.8;LD24.1Y
Cranio-osteoarthropathy;M89.4;FB86.10
Craniofacial-deafness-hand syndrome;Q87.0;LD2H.Y
Jackson-Weiss syndrome;Q87.8;
Craniosynostosis, Boston type;Q75.8;LD24.GY
Crisponi syndrome;G90.8;LD26.41
Crisponi syndrome;G90.8;LD26.41
Currarino syndrome;Q87.8;LD2F.1Y
Curry-Jones syndrome;Q87.0;
Cutis gyrata-acanthosis nigricans-craniosynostosis syndrome;Q87.8;LD27.0Y
Cutis marmorata telangiectatica congenita;Q82.8;LC52
Cutis marmorata telangiectatica congenita;Q82.8;LC52
Fatal infantile cytochrome C oxidase deficiency;G71.3;8C73.Y
Fatal infantile cytochrome C oxidase deficiency;G71.3;8C73.Y
Fatal infantile cytochrome C oxidase deficiency;G71.3;8C73.Y
Fatal infantile cytochrome C oxidase deficiency;G71.3;8C73.Y
Fatal infantile cytochrome C oxidase deficiency;G71.3;8C73.Y
X-linked intellectual disability-Dandy-Walker malformation-basal ganglia disease-seizures syndrome;Q04.8;LD90
Knobloch syndrome;Q15.8;LD2F.1Y
Knobloch syndrome;Q15.8;LD2F.1Y
Common variable immunodeficiency;D83.0;4A01.0Y
Common variable immunodeficiency;D83.9;4A01.0Y
Common variable immunodeficiency;D83.1;4A01.0Y
Common variable immunodeficiency;D83.2;4A01.0Y
Common variable immunodeficiency;D83.8;4A01.0Y
Common variable immunodeficiency;D83.0;4A01.0Y
Common variable immunodeficiency;D83.9;4A01.0Y
Common variable immunodeficiency;D83.1;4A01.0Y
Common variable immunodeficiency;D83.2;4A01.0Y
Common variable immunodeficiency;D83.8;4A01.0Y
Common variable immunodeficiency;D83.0;4A01.0Y
Common variable immunodeficiency;D83.9;4A01.0Y
Common variable immunodeficiency;D83.1;4A01.0Y
Common variable immunodeficiency;D83.2;4A01.0Y
Common variable immunodeficiency;D83.8;4A01.0Y
Common variable immunodeficiency;D83.0;4A01.0Y
Common variable immunodeficiency;D83.9;4A01.0Y
Common variable immunodeficiency;D83.1;4A01.0Y
Common variable immunodeficiency;D83.2;4A01.0Y
Common variable immunodeficiency;D83.8;4A01.0Y
Common variable immunodeficiency;D83.0;4A01.0Y
Common variable immunodeficiency;D83.9;4A01.0Y
Common variable immunodeficiency;D83.1;4A01.0Y
Common variable immunodeficiency;D83.2;4A01.0Y
Common variable immunodeficiency;D83.8;4A01.0Y
Common variable immunodeficiency;D83.0;4A01.0Y
Common variable immunodeficiency;D83.9;4A01.0Y
Common variable immunodeficiency;D83.1;4A01.0Y
Common variable immunodeficiency;D83.2;4A01.0Y
Common variable immunodeficiency;D83.8;4A01.0Y
Common variable immunodeficiency;D83.0;4A01.0Y
Common variable immunodeficiency;D83.9;4A01.0Y
Common variable immunodeficiency;D83.1;4A01.0Y
Common variable immunodeficiency;D83.2;4A01.0Y
Common variable immunodeficiency;D83.8;4A01.0Y
Common variable immunodeficiency;D83.0;4A01.0Y
Common variable immunodeficiency;D83.9;4A01.0Y
Common variable immunodeficiency;D83.1;4A01.0Y
Common variable immunodeficiency;D83.2;4A01.0Y
Common variable immunodeficiency;D83.8;4A01.0Y
Common variable immunodeficiency;D83.0;4A01.0Y
Common variable immunodeficiency;D83.9;4A01.0Y
Common variable immunodeficiency;D83.1;4A01.0Y
Common variable immunodeficiency;D83.2;4A01.0Y
Common variable immunodeficiency;D83.8;4A01.0Y
Common variable immunodeficiency;D83.0;4A01.0Y
Common variable immunodeficiency;D83.9;4A01.0Y
Common variable immunodeficiency;D83.1;4A01.0Y
Common variable immunodeficiency;D83.2;4A01.0Y
Common variable immunodeficiency;D83.8;4A01.0Y
Common variable immunodeficiency;D83.0;4A01.0Y
Common variable immunodeficiency;D83.9;4A01.0Y
Common variable immunodeficiency;D83.1;4A01.0Y
Common variable immunodeficiency;D83.2;4A01.0Y
Common variable immunodeficiency;D83.8;4A01.0Y
Common variable immunodeficiency;D83.0;4A01.0Y
Common variable immunodeficiency;D83.9;4A01.0Y
Common variable immunodeficiency;D83.1;4A01.0Y
Common variable immunodeficiency;D83.2;4A01.0Y
Common variable immunodeficiency;D83.8;4A01.0Y
Hypotrichosis with juvenile macular degeneration;Q84.0;LD27.0Y
Pterin-4 alpha-carbinolamine dehydratase deficiency;E70.1;5C59.01
Monosomy 13q14;Q93.5;LD44.D
Distal monosomy 15q;;
1p36 deletion syndrome;Q93.5;LD44.11
1p36 deletion syndrome;Q93.5;LD44.11
1p36 deletion syndrome;Q93.5;LD44.11
1p36 deletion syndrome;Q93.5;LD44.11
1p36 deletion syndrome;Q93.5;LD44.11
1p36 deletion syndrome;Q93.5;LD44.11
1p36 deletion syndrome;Q93.5;LD44.11
1p36 deletion syndrome;Q93.5;LD44.11
1p36 deletion syndrome;Q93.5;LD44.11
1p36 deletion syndrome;Q93.5;LD44.11
1p36 deletion syndrome;Q93.5;LD44.11
1p36 deletion syndrome;Q93.5;LD44.11
1p36 deletion syndrome;Q93.5;LD44.11
2q24 microdeletion syndrome;;
Deletion 5q35;Q93.5;LD44.50
Deletion 5q35;Q93.5;LD44.50
Partial chromosome Y deletion;;
Partial chromosome Y deletion;;
Partial chromosome Y deletion;;
Partial chromosome Y deletion;;
Partial chromosome Y deletion;;
Partial chromosome Y deletion;;
Partial chromosome Y deletion;;
Partial chromosome Y deletion;;
NON RARE IN EUROPE: Dementia with Lewy body;;
NON RARE IN EUROPE: Dementia with Lewy body;;
NON RARE IN EUROPE: Dementia with Lewy body;;
NON RARE IN EUROPE: Dementia with Lewy body;;
Absence of fingerprints-congenital milia syndrome;Q82.8;LD27.0Y
Restrictive dermopathy;Q82.8;EE6Y
Restrictive dermopathy;Q82.8;EE6Y
Wolcott-Rallison syndrome;Q87.1;5A13.6
Dihydropyrimidine dehydrogenase deficiency;E79.8;5C55.1
17p11.2 microduplication syndrome;Q92.3;LD41.G1
22q11.2 duplication syndrome;Q92.3;LD41.M
Proximal Xq28 duplication syndrome;Q99.8;LD51
Familial dysautonomia;G90.1;8C21.1
Dysequilibrium syndrome;G11.8;
Dysequilibrium syndrome;G11.8;
Dysequilibrium syndrome;G11.8;
Dysequilibrium syndrome;G11.8;
Dysequilibrium syndrome;G11.8;
45,X/46,XY mixed gonadal dysgenesis;Q98.7;LD2A.Y
Dyskeratosis congenita;Q82.8;3A70.0
Dyskeratosis congenita;Q82.8;3A70.0
Dyskeratosis congenita;Q82.8;3A70.0
Dyskeratosis congenita;Q82.8;3A70.0
Dyskeratosis congenita;Q82.8;3A70.0
Dyskeratosis congenita;Q82.8;3A70.0
Dyskeratosis congenita;Q82.8;3A70.0
Dyskeratosis congenita;Q82.8;3A70.0
Dyskeratosis congenita;Q82.8;3A70.0
Dyskeratosis congenita;Q82.8;3A70.0
Dyskeratosis congenita;Q82.8;3A70.0
Dyskeratosis congenita;Q82.8;3A70.0
Temtamy syndrome;Q87.8;
Dysosteosclerosis;Q78.8;LD24.1Y
Dysosteosclerosis;Q78.8;LD24.1Y
Dysosteosclerosis;Q78.8;LD24.1Y
Acrofacial dysostosis, Rodríguez type;Q75.4;LD25.2
Autosomal dominant spondylocostal dysostosis;Q76.4;LD24.H
Ghosal hematodiaphyseal dysplasia;Q78.8;LD24.1Y
Focal facial dermal dysplasia type III;Q82.8;LD27.0Y
Autosomal dominant hypohidrotic ectodermal dysplasia;Q82.4;LD27.02
Autosomal dominant hypohidrotic ectodermal dysplasia;Q82.4;LD27.02
Autosomal dominant hypohidrotic ectodermal dysplasia;Q82.4;LD27.02
Autosomal dominant hypohidrotic ectodermal dysplasia;Q82.4;LD27.02
Frontometaphyseal dysplasia;Q78.5;LD25.1
Frontometaphyseal dysplasia;Q78.5;LD25.1
Acromelic frontonasal dysplasia;Q75.8;LD25.3
Schimke immuno-osseous dysplasia;Q77.7;4A01.32
Lethal osteosclerotic bone dysplasia;Q78.8;
Renal agenesis, bilateral;Q60.1;LB30.00
Renal agenesis, bilateral;Q60.1;LB30.00
Renal agenesis, bilateral;Q60.1;LB30.00
Renal agenesis, bilateral;Q60.1;LB30.00
Renal agenesis, bilateral;Q60.1;LB30.00
Renal agenesis, bilateral;Q60.1;LB30.00
Spondyloenchondrodysplasia;Q77.7;LD24.3
Spondyloperipheral dysplasia-short ulna syndrome;Q77.7;LD24.3
Thanatophoric dysplasia type 1;Q77.1;LD24.02
Dyssegmental dysplasia, Silverman-Handmaker type;Q77.7;LD24.3
Progressive cone dystrophy;H35.5;9B70
Progressive cone dystrophy;H35.5;9B70
Progressive cone dystrophy;H35.5;9B70
Progressive cone dystrophy;H35.5;9B70
Cone rod dystrophy;H35.5;9B70
Cone rod dystrophy;H35.5;9B70
Cone rod dystrophy;H35.5;9B70
Cone rod dystrophy;H35.5;9B70
Cone rod dystrophy;H35.5;9B70
Cone rod dystrophy;H35.5;9B70
Cone rod dystrophy;H35.5;9B70
Cone rod dystrophy;H35.5;9B70
Cone rod dystrophy;H35.5;9B70
Cone rod dystrophy;H35.5;9B70
Cone rod dystrophy;H35.5;9B70
Cone rod dystrophy;H35.5;9B70
Cone rod dystrophy;H35.5;9B70
Cone rod dystrophy;H35.5;9B70
Cone rod dystrophy;H35.5;9B70
Cone rod dystrophy;H35.5;9B70
Cone rod dystrophy;H35.5;9B70
Cone rod dystrophy;H35.5;9B70
Cone rod dystrophy;H35.5;9B70
Cone rod dystrophy;H35.5;9B70
Cone rod dystrophy;H35.5;9B70
Cone rod dystrophy;H35.5;9B70
Cone rod dystrophy;H35.5;9B70
Cone rod dystrophy;H35.5;9B70
Cone rod dystrophy;H35.5;9B70
Cone rod dystrophy;H35.5;9B70
Cone rod dystrophy;H35.5;9B70
Cone rod dystrophy;H35.5;9B70
Cone rod dystrophy;H35.5;9B70
Cone rod dystrophy;H35.5;9B70
Jalili syndrome;H35.5;LA30.6
TRIM32-related limb-girdle muscular dystrophy R8;G71.0;8C70.41
Melorheostosis with osteopoikilosis;M85.8;LD24.1Y
Ebstein malformation of the tricuspid valve;Q22.5;LA87.03
Isolated ectopia lentis;Q12.1;LA12.Y
Isolated ectopia lentis;Q12.1;LA12.Y
EEC syndrome;Q82.4;LD27.0Y
EEM syndrome;Q87.8;LD27.0Y
Arthrochalasia Ehlers-Danlos syndrome;Q79.6;LD28.1Y
Arthrochalasia Ehlers-Danlos syndrome;Q79.6;LD28.1Y
Kyphoscoliotic Ehlers-Danlos syndrome due to lysyl hydroxylase 1 deficiency;Q79.6;LD28.1Y
Dermatosparaxis Ehlers-Danlos syndrome;Q79.6;LD28.1Y
Dermatosparaxis Ehlers-Danlos syndrome;Q79.6;LD28.1Y
Herpes simplex virus encephalitis;B00.4+;1F00.21
Herpes simplex virus encephalitis;G05.1*;1F00.21
Herpes simplex virus encephalitis;B00.4+;1F00.21
Herpes simplex virus encephalitis;G05.1*;1F00.21
Herpes simplex virus encephalitis;B00.4+;1F00.21
Herpes simplex virus encephalitis;G05.1*;1F00.21
Herpes simplex virus encephalitis;B00.4+;1F00.21
Herpes simplex virus encephalitis;G05.1*;1F00.21
Herpes simplex virus encephalitis;B00.4+;1F00.21
Herpes simplex virus encephalitis;G05.1*;1F00.21
Mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria;G71.3;5C53.20
Early infantile epileptic encephalopathy;G40.3;8A62.Y
Early infantile epileptic encephalopathy;G40.3;8A62.Y
Early infantile epileptic encephalopathy;G40.3;8A62.Y
Early infantile epileptic encephalopathy;G40.3;8A62.Y
Early infantile epileptic encephalopathy;G40.3;8A62.Y
Early infantile epileptic encephalopathy;G40.3;8A62.Y
Early infantile epileptic encephalopathy;G40.3;8A62.Y
Early infantile epileptic encephalopathy;G40.3;8A62.Y
Early infantile epileptic encephalopathy;G40.3;8A62.Y
Early infantile epileptic encephalopathy;G40.3;8A62.Y
Early infantile epileptic encephalopathy;G40.3;8A62.Y
Early infantile epileptic encephalopathy;G40.3;8A62.Y
Early infantile epileptic encephalopathy;G40.3;8A62.Y
Early infantile epileptic encephalopathy;G40.3;8A62.Y
Early infantile epileptic encephalopathy;G40.3;8A62.Y
Early infantile epileptic encephalopathy;G40.3;8A62.Y
Early infantile epileptic encephalopathy;G40.3;8A62.Y
Early myoclonic encephalopathy;G40.4;8A61.0Y
Early myoclonic encephalopathy;G40.4;8A61.0Y
Juvenile absence epilepsy;G40.3;8A61.31
Myoclonic-astatic epilepsy;G40.4;8A61.22
Myoclonic-astatic epilepsy;G40.4;8A61.22
Myoclonic-astatic epilepsy;G40.4;8A61.22
Myoclonic-astatic epilepsy;G40.4;8A61.22
Myoclonic-astatic epilepsy;G40.4;8A61.22
Myoclonic-astatic epilepsy;G40.4;8A61.22
Myoclonic-astatic epilepsy;G40.4;8A61.22
Rolandic epilepsy;G40.0;8A61.20
Rolandic epilepsy;G40.0;8A61.20
Rolandic epilepsy;G40.0;8A61.20
Amelocerebrohypohidrotic syndrome;G40.8;LD27.0Y
Amelocerebrohypohidrotic syndrome;G40.8;LD27.0Y
Progressive epilepsy-intellectual disability syndrome, Finnish type;E75.4;5C56.1
Benign familial neonatal epilepsy;G40.3;8A61.0Y
Benign familial neonatal epilepsy;G40.3;8A61.0Y
Spinocerebellar ataxia type 34;G11.1;8A03.16
Bilateral striopallidodentate calcinosis;G23.8;LD20.4
Bilateral striopallidodentate calcinosis;G23.8;LD20.4
Bilateral striopallidodentate calcinosis;G23.8;LD20.4
Bilateral striopallidodentate calcinosis;G23.8;LD20.4
Bilateral striopallidodentate calcinosis;G23.8;LD20.4
Bilateral striopallidodentate calcinosis;G23.8;LD20.4
Gollop-Wolfgang complex;Q74.8;LD26.0
Blepharo-cheilo-odontic syndrome;Q87.8;LD27.0Y
Blepharo-cheilo-odontic syndrome;Q87.8;LD27.0Y
Congenital fiber-type disproportion myopathy;G71.2;8C72.1
Congenital fiber-type disproportion myopathy;G71.2;8C72.1
Congenital fiber-type disproportion myopathy;G71.2;8C72.1
Congenital fiber-type disproportion myopathy;G71.2;8C72.1
Congenital fiber-type disproportion myopathy;G71.2;8C72.1
Congenital fiber-type disproportion myopathy;G71.2;8C72.1
Congenital fiber-type disproportion myopathy;G71.2;8C72.1
Congenital fiber-type disproportion myopathy;G71.2;8C72.1
Fibrochondrogenesis;Q77.7;LD24.3
Fibrochondrogenesis;Q77.7;LD24.3
Hereditary gingival fibromatosis;K06.1;DA0B.Y
Hereditary gingival fibromatosis;K06.1;DA0B.Y
Gingival fibromatosis-hypertrichosis syndrome;L68.8;LD27.0Y
Juvenile hyaline fibromatosis;M72.8;EE6Y
Fibrosarcoma;C49.9;
Fibrosarcoma;C49.9;
Idiopathic pulmonary fibrosis;J84.1;CB03.4
Idiopathic pulmonary fibrosis;J84.1;CB03.4
Idiopathic pulmonary fibrosis;J84.1;CB03.4
Idiopathic pulmonary fibrosis;J84.1;CB03.4
Idiopathic pulmonary fibrosis;J84.1;CB03.4
Idiopathic pulmonary fibrosis;J84.1;CB03.4
Idiopathic pulmonary fibrosis;J84.1;CB03.4
Idiopathic pulmonary fibrosis;J84.1;CB03.4
Idiopathic pulmonary fibrosis;J84.1;CB03.4
Idiopathic pulmonary fibrosis;J84.1;CB03.4
Idiopathic pulmonary fibrosis;J84.1;CB03.4
Idiopathic pulmonary fibrosis;J84.1;CB03.4
Idiopathic pulmonary fibrosis;J84.1;CB03.4
Scalp-ear-nipple syndrome;Q87.8;LD27.0Y
Floating-Harbor syndrome;Q87.8;LD2F.1Y
Cole-Carpenter syndrome;Q78.0;LD24.KY
Cole-Carpenter syndrome;Q78.0;LD24.KY
Fraser syndrome;Q87.0;LD2H.0
Fraser syndrome;Q87.0;LD2H.0
Fraser syndrome;Q87.0;LD2H.0
Freeman-Sheldon syndrome;Q87.0;LD26.4Y
Freeman-Sheldon syndrome;Q87.0;LD26.4Y
Essential fructosuria;E74.1;5C51.5Y
Fryns syndrome;Q87.8;LD2F.1Y
Galloway-Mowat syndrome;Q04.3;GB41
Galloway-Mowat syndrome;Q04.3;GB41
Galloway-Mowat syndrome;Q04.3;GB41
Galloway-Mowat syndrome;Q04.3;GB41
Galloway-Mowat syndrome;Q04.3;GB41
Galloway-Mowat syndrome;Q04.3;GB41
Galloway-Mowat syndrome;Q04.3;GB41
Galloway-Mowat syndrome;Q04.3;GB41
Gamma-aminobutyric acid transaminase deficiency;E72.8;5C59.1
GAPO syndrome;Q87.8;LD27.0Y
Gaucher disease-ophthalmoplegia-cardiovascular calcification syndrome;E75.2;5C56.0Y
Narcolepsy type 1;G47.4;7A20.0
Narcolepsy type 1;G47.4;7A20.0
Narcolepsy type 1;G47.4;7A20.0
Narcolepsy type 1;G47.4;7A20.0
Narcolepsy type 1;G47.4;7A20.0
Narcolepsy type 1;G47.4;7A20.0
Narcolepsy type 1;G47.4;7A20.0
Narcolepsy type 1;G47.4;7A20.0
Geroderma osteodysplastica;Q82.8;LD2B
Geroderma osteodysplastica;Q82.8;LD2B
Glaucoma-ectopia lentis-microspherophakia-stiff joints-short stature syndrome;Q87.1;
Fanconi-Bickel syndrome;E74.0;5C51.3
Glycogen storage disease due to hepatic glycogen synthase deficiency;E74.0;5C51.3
Focal dermal hypoplasia;Q82.8;LD27.0Y
Gorlin-Chaudhry-Moss syndrome;Q87.0;LD27.0Y
Acromesomelic dysplasia, Grebe type;Q78.8;LD24.9
Acromesomelic dysplasia, Grebe type;Q78.8;LD24.9
GTP cyclohydrolase I deficiency;E70.1;5C59.01
Hip dysplasia, Beukes type;Q65.8;LD24.6Y
Hartnup disease;E72.0;5C60.Y
Hartnup disease;E72.0;5C60.Y
Hartsfield syndrome;Q87.8;
Hawkinsinuria;E70.2;5C50.1Y
Kaposiform hemangioendothelioma;C49.9;XH6PA4
Kaposiform hemangioendothelioma;C49.9;2F72.Y
Solitary fibrous tumor/hemangiopericytoma;;
Solitary fibrous tumor/hemangiopericytoma;;
Isolated hemihyperplasia;Q87.3;LD2C
Alternating hemiplegia of childhood;G98;MB53.0
Alternating hemiplegia of childhood;G98;MB53.0
Alternating hemiplegia of childhood;G98;MB53.0
Alternating hemiplegia of childhood;G98;MB53.0
Hemoglobin C disease;D58.2;3A51.5
Hemoglobin E disease;D58.2;3A51.A
Hennekam syndrome;Q87.8;BD93.0
Hennekam syndrome;Q87.8;BD93.0
Hennekam syndrome;Q87.8;BD93.0
46,XX ovotesticular disorder of sex development;;
46,XX ovotesticular disorder of sex development;;
46,XX ovotesticular disorder of sex development;;
Congenital diaphragmatic hernia;Q79.0;LB00.0
Congenital diaphragmatic hernia;Q79.0;LB00.0
Congenital diaphragmatic hernia;Q79.0;LB00.0
Donnai-Barrow syndrome;Q87.8;LD2F.1Y
Lissencephaly type 1 due to doublecortin gene mutation;Q04.3;LD20.1
Hirschsprung disease-ganglioneuroblastoma syndrome;Q43.1;
Histidinemia;E70.8;5C50.20
Methylcobalamin deficiency type cblE;E72.1;5C50.B
Methylcobalamin deficiency type cblG;E72.1;5C50.B
Infantile systemic hyalinosis;E78.8;EE6Y
Hydranencephaly;Q04.3;LA05.62
Hydrocephalus with stenosis of the aqueduct of Sylvius;Q03.0;LA04.0
Hydrolethalus;Q87.8;LD2F.1Y
Hydrolethalus;Q87.8;LD2F.1Y
Dicarboxylic aminoaciduria;E72.0;5C60.Y
Primary hypomagnesemia with hypercalciuria and nephrocalcinosis with severe ocular involvement;E83.4;5C64.41
Idiopathic hypercalciuria;E83.5;MF98.0
Palmoplantar keratoderma-esophageal carcinoma syndrome;Q82.8;EC20.31
Epidermolytic palmoplantar keratoderma;Q82.8;EC20.30
Epidermolytic palmoplantar keratoderma;Q82.8;EC20.30
Epidermolytic palmoplantar keratoderma;Q82.8;EC20.30
Palmoplantar keratoderma-deafness syndrome;Q82.8;EC20.30
Hyperlysinemia;E72.3;5C50.4
Maternal phenylketonuria;E70.1;5C50.02
Hypertryptophanemia;E70.8;5C50.3
NON RARE IN EUROPE: Hypodontia;;
NON RARE IN EUROPE: Hypodontia;;
NON RARE IN EUROPE: Hypodontia;;
NON RARE IN EUROPE: Hypodontia;;
NON RARE IN EUROPE: Hypodontia;;
NON RARE IN EUROPE: Hypodontia;;
NON RARE IN EUROPE: Hypodontia;;
NON RARE IN EUROPE: Hypodontia;;
NON RARE IN EUROPE: Hypodontia;;
NON RARE IN EUROPE: Hypodontia;;
Hypodontia-dysplasia of nails syndrome;Q82.4;LD27.0Y
Dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome;I42.0;
Hypoparathyroidism-sensorineural deafness-renal disease syndrome;Q87.8;LD27.0Y
Familial isolated hypoparathyroidism due to agenesis of parathyroid gland;E20.8;5A50.0Y
Megacystis-microcolon-intestinal hypoperistalsis syndrome;Q43.8;LD2F.1Y
Megacystis-microcolon-intestinal hypoperistalsis syndrome;Q43.8;LD2F.1Y
Megacystis-microcolon-intestinal hypoperistalsis syndrome;Q43.8;LD2F.1Y
Megacystis-microcolon-intestinal hypoperistalsis syndrome;Q43.8;LD2F.1Y
Hypoplastic left heart syndrome;Q23.4;LA89.3
Hypoplastic left heart syndrome;Q23.4;LA89.3
Hyposmia-nasal and ocular hypoplasia-hypogonadotropic hypogonadism syndrome;Q87.0;
Foveal hypoplasia-presenile cataract syndrome;H26.0;9C2Y
Pontocerebellar hypoplasia type 1;Q04.3;LD20.01
Pontocerebellar hypoplasia type 1;Q04.3;LD20.01
Pontocerebellar hypoplasia type 1;Q04.3;LD20.01
Pontocerebellar hypoplasia type 1;Q04.3;LD20.01
Pontocerebellar hypoplasia type 1;Q04.3;LD20.01
Pontocerebellar hypoplasia type 1;Q04.3;LD20.01
Pancreatic hypoplasia-diabetes-congenital heart disease syndrome;Q87.8;
ICF syndrome;D84.8;4A01.00
ICF syndrome;D84.8;4A01.00
ICF syndrome;D84.8;4A01.00
ICF syndrome;D84.8;4A01.00
Ichthyosis follicularis-alopecia-photophobia syndrome;Q80.8;LD27.2
Neuronal intranuclear inclusion disease;G31.0;8A0Y
Microvillus inclusion disease;P78.3;DA90.Y
Microvillus inclusion disease;P78.3;DA90.Y
Insulin-resistance syndrome type A;E34.8;5A44
Multiple intestinal atresia;Q43.8;LB15.1
Congenital short bowel syndrome;Q43.8;LB15.2
Congenital short bowel syndrome;Q43.8;LB15.2
IVIC syndrome;Q71.8;
Jacobsen syndrome;Q93.5;LD44.B0
Pachyonychia congenita;Q84.5;LD27.Y
Pachyonychia congenita;Q84.5;LD27.Y
Pachyonychia congenita;Q84.5;LD27.Y
Pachyonychia congenita;Q84.5;LD27.Y
Autosomal recessive spondylocostal dysostosis;Q76.8;LD24.H
Autosomal recessive spondylocostal dysostosis;Q76.8;LD24.H
Autosomal recessive spondylocostal dysostosis;Q76.8;LD24.H
Autosomal recessive spondylocostal dysostosis;Q76.8;LD24.H
Autosomal recessive spondylocostal dysostosis;Q76.8;LD24.H
Transient familial neonatal hyperbilirubinemia;P59.8;
Autosomal dominant hyper-IgE syndrome;;
Johanson-Blizzard syndrome;Q87.8;LD27.0Y
Joubert syndrome with oculorenal defect;Q04.3;LD20.0Y
Joubert syndrome with oculorenal defect;Q04.3;LD20.0Y
Joubert syndrome with oculorenal defect;Q04.3;LD20.0Y
Joubert syndrome with oculorenal defect;Q04.3;LD20.0Y
Joubert syndrome with oculorenal defect;Q04.3;LD20.0Y
Joubert syndrome with oculorenal defect;Q04.3;LD20.0Y
Joubert syndrome with oculorenal defect;Q04.3;LD20.0Y
Juberg-Hayward syndrome;Q87.0;LD2F.1Y
Kabuki syndrome;Q87.0;LD2F.1Y
Kabuki syndrome;Q87.0;LD2F.1Y
Sanjad-Sakati syndrome;Q87.1;LD24.D
KBG syndrome;Q87.8;LD2F.1Y
Autosomal dominant keratitis;H16.8;9A7Y
NON RARE IN EUROPE: Isolated keratoconus;;
Non-epidermolytic palmoplantar keratoderma;;
Keratosis follicularis spinulosa decalvans;Q82.8;ED56
Keratosis follicularis spinulosa decalvans;Q82.8;ED56
Keratosis follicularis spinulosa decalvans;Q82.8;ED56
Haim-Munk syndrome;Q82.8;
Isolated Klippel-Feil syndrome;Q76.1;LB73.20
Isolated Klippel-Feil syndrome;Q76.1;LB73.20
Isolated Klippel-Feil syndrome;Q76.1;LB73.20
Familial partial lipodystrophy, Dunnigan type;E88.1;5A44
Schilbach-Rott syndrome;Q87.8;LD2F.1Y
Lacrimoauriculodentodigital syndrome;Q87.8;LD27.0Y
Lacrimoauriculodentodigital syndrome;Q87.8;LD27.0Y
Lacrimoauriculodentodigital syndrome;Q87.8;LD27.0Y
Laurence-Moon syndrome;Q87.8;LD90.Y
Laurin-Sandrow syndrome;Q87.2;LD26.2
Early-onset parkinsonism-intellectual disability syndrome;G20;LD90.1
Legg-Calvé-Perthes disease;M91.1;FB82.1
Lennox-Gastaut syndrome;G40.4;8A62.1
Lennox-Gastaut syndrome;G40.4;8A62.1
Lennox-Gastaut syndrome;G40.4;8A62.1
Lennox-Gastaut syndrome;G40.4;8A62.1
Lennox-Gastaut syndrome;G40.4;8A62.1
Lennox-Gastaut syndrome;G40.4;8A62.1
Lennox-Gastaut syndrome;G40.4;8A62.1
Leukonychia totalis;Q84.4;EC22.0
Choreoacanthocytosis;E78.6;3A10.Y
Pyruvate dehydrogenase E3 deficiency;E74.4;5C53.02
Encephalocraniocutaneous lipomatosis;E88.2;EF02.1
Encephalocraniocutaneous lipomatosis;E88.2;EF02.1
Multiple symmetric lipomatosis;E88.8;EF02.1
Laryngo-onycho-cutaneous syndrome;Q81.8;EC31
Hand-foot-genital syndrome;Q51.2;LD2F.1Y
Isolated split hand-split foot malformation;Q74.8;
Isolated split hand-split foot malformation;Q74.8;
Isolated split hand-split foot malformation;Q74.8;
Isolated split hand-split foot malformation;Q74.8;
Isolated split hand-split foot malformation;Q74.8;
Isolated split hand-split foot malformation;Q74.8;
Isolated split hand-split foot malformation;Q74.8;
Isolated split hand-split foot malformation;Q74.8;
Mucocutaneous venous malformations;Q27.8;LC51
Van den Ende-Gupta syndrome;Q87.0;LD26.41
Marden-Walker syndrome;Q87.0;LD26.41
Shprintzen-Goldberg syndrome;Q87.8;LD28.0Y
Shprintzen-Goldberg syndrome;Q87.8;LD28.0Y
MASA syndrome;G11.4;8B44.02
Matthew-Wood syndrome;Q11.2;LD21.0
Matthew-Wood syndrome;Q11.2;LD21.0
